Q1 2007	5.77
Q2 2007	5.55
Q3 2007	5.54
Q4 2007	5.49
Q1 2008	5.35
Q2 2008	5.47
Q3 2008	5.59
Q4 2008	5.9
Q1 2009	6.6
Q2 2009	7.18
Q3 2009	7.37
Q4 2009	7.45
Q1 2010	7.39
Q2 2010	7.32
Q3 2010	7.2
Q4 2010	7.1
Q1 2011	6.83
Q2 2011	6.8
Q3 2011	6.88
Q4 2011	7.01
Q1 2012	6.99
Q2 2012	7.08
Q3 2012	7.1
Q4 2012	7.2
Q1 2013	7.33
Q2 2013	7.3
